text,target
['EIGHTEEN people narrowly escaped death when a coaster bus they were travelling in lost control and hit two trees on the Musanze-Kigali highway.' '' 'The accident occurred on Wednesday morning in Gakenke District.' '' 'The vehicle with registration number RAB657R5 veered off the road at Buheta cell at 6:30am before it hit roadside trees with all passengers sustaining injuries. The critically injured were rushed to  Ruhengeri Hospital while those who sustained minor injuries were taken to Nemba' '' 'Hospital in Gakenke. Four of the injured were treated and discharged.' '' 'Eyewitnesses said an early morning downpour had washed clay into the road making it  slippery.' '' 'But Superintendent Emmanuel Hitayezu the Northern Province Regional police spokesperson said investigations were ongoing to establish the exact cause of the accident.' '' '“The bus was speeding when it lost control and veered off the road. It hit two trees uprooted them and the driver disappeared immediately. It is by God’s mercy that everybody in the vehicle survived” said an eyewitness only identified as Theoneste.' '' 'Dr Deo Ndekezi the director of Ruhengeri Hospital said all the victims admitted there were steadily recovering.' '' '“They are receiving treatment. Only one of them had broken pieces of glass inside the body but they are being removed. We expect to discharge them tomorrow (today) to continue treatment from their homes” Ndekezi said.' '' 'Musanze -Kigali road is prone to accidents and drivers have been warned to avoid speeding.' '' 'Earlier this month three people died and eight others sustained injuries along the same road.' ''],1
['One person was killed on the spot while five others sustained injuries after being hit by a speeding vehicle yesterday in Kicukiro District.' '' 'The accident took place at 3 pm in Gatenga sector near the district headquarters.The deceased was identified as Asma Gihozo Murorunkwere a Senior Six student at Kagarama Secondary School.' '' 'Chief Inspector of Police Emmanuel Kabanda Spokesperson for Traffic and Road Safety department confirmed the accident.' '' 'He said one of the persons who was seriously injured was taken to the Kigali University Teaching Hospital (CHUK) while four others who were in critical conditions were taken to Kibagabaga Hospital.' '' 'Three of the other victims were also students of the same school.' '' 'Kabanda said preliminary investigation shows that the accident occurred due to failure of the brake system of the vehicle which was sloping from Nyanza to Kicukiro centre.' '' 'Sam Nkurunziza Kagarama Secondary School head teacher said the deceased student was walking to school with two of her other colleagues.' '' 'The head teacher said Gihozo’s body was taken to CHUK mortuary for postmortem.' '' '“There’s a hope that the injured people would get better and we wish the family of the deceased to remain strong. RIP Asma” he added.' ''],1
"['Eighty-two students from the National University of Rwanda (NUR) were involved in a road accident when a Kigali-bound university bus overturned in Rugarika Sector Kamonyi District.' '' 'No one died.' '' 'Eyewitnesses who spoke to The New Times estimate the number of the injured between 15 and 20 five in critical condition.' '' 'According to the Southern Region Police Spokesperson Superintendent Hubert Gashagaza the accident took place at around 1.15p.m.' '' 'The cause of the accident is yet to be established but the police suspect over-speeding he said.' '' ""Speaking to The New Times NUR's acting Rector Prof. Manasseh Mbonye said the injured were immediately rushed to Kigali University Teaching Hospital (CHUK)."" '' 'He said the civil engineering students were en route to the capital for a practical study tour.']",1
['Police says at least five people were killed in a road accident this morning after the vehicle they were traveling in overturned in Rulindo District Northern Province.' '' 'Preliminary findings indicate that the accident was caused by break failure forcing the mini bus registration number RAA 784J to overturn several times killing three of its occupants on the spot.' '' 'Two others died on arrival at the infirmary. Ten passengers are in critical condition after they sustained serious injuries while five others escaped with minor injuries.' '' 'Sources on the scene say the bus was carrying relatives and friends going for a wedding function and that the bride and groom are believed to be among those who have died.' '' 'But Police can’t confirm or deny those reports as the identities of the dead are yet to be established. The incident happened this morning between 9 and 10 am near Tumba College.' ''],1
['N/A'],1
['N/A'],1
['RWAMAGANA- About 25 people were injured in three separate accidents on the Kigali-Rwamagana highway Saturday night Police said.' '' 'In one of the accidents a lorry carrying over 30 people is said to have lost control after its brakes failed causing it to roll over a hill in Kimima village in Munyaga sector at around 9.00 p.m.' '' 'About 25 people suffered injuries while the driver Emmanuel Gisabune escaped unhurt and has gone on the run.' '' '“Several people were transported (to a local hospital) but nothing life- threatening” Police said.' '' '“We are searching for the driver…he was carrying passengers in a lorry against traffic regulations and 30 passengers at that. The vehicle itself was in a dangerous mechanical condition which is why it couldn’t brake” Police added.' '' 'One of the victims Claude Ruberuka admitted at Rwamagana Hospital said he only remembers that the lorry carried many people.' '' '“We were coming from a wedding in Rwamagana town” he said.' 'In another accident a speeding passenger’s taxi knocked down a cyclist injuring him seriously.' '' 'The accident occurred at Nyagasambu just few kilometres from Kigali city on the same day.' '' 'The third accident in Rwamagana town involved a speeding motorcycle which had a head-on collision with a taxi.' 'Gabriel Muganza a nurse Rwamagana Hospital who was treating the injured said they were overwhelmed by the sudden surge of patients.' '' '“We are actually treating minor injuries but their number is big compared to the space we have in wards.” he said.'],1
['Tributes have poured in for 15 passengers who died on the spot in yesterday’s road accident along Kigali-Kagitumba high-way in Kizuguro Gatsibo District. 24 others were injured.' '' 'The early morning accident involved a Coaster minibus belonging to Excel Travel Agency that was heading to Kigali from Nyagatare which collided with a commuter omnibus enroute from Kayonza to Nyagatare.' '' 'The critically injured were airlifted in a chopper to Kigali for emergency treatment. ' '' '“Security organs and medical services rushed to the scene and 12 seriously injured were airlifted to Rwanda Military Hospital – Kanombe CHUK [University Teaching Hospital Kigali] and King Faisal Hospital –Kigali for intensive medical care” Police said in a statement. ' '' '“Preliminary investigations indicate that the accident was caused by speeding and the driver of the van identified as Sylvian Nsabimana was at the time speaking on phone when he lost control ramming into the omnibus coming from the opposite direction”. ' '' 'Local residents said the accident occurred at one of the most notorious ‘blind spots’ on the highway. ' '' 'In Parliament lawmakers before the afternoon session paid their tributes with a minute’s silence in honour of the victims. ' '' 'The victims included four workers attached to Gatsibo District the drivers of the two vehicles and one Fidele Turatsinze an employee of Inyange Industries who had got married just a fortnight ago. Turatsinze’s wife Phiona Murora was on the same bus and sustained critical injuries. By press time she had reportedly started to recover her consciousness. The newlyweds were on their way from their new home in Nyagatare.  ' '' 'Also among the dead were two employees of Kabarore health centre whose names had not been established by press time; Chantal Benegusenga in charge of Gitoke Health Centre and the District Agriculture Officer Jean Claude Butera.' '' '“It’s just horrifying we are all in shock” a relative to the late Turatsinze told The New Times last evening as the family gathered in Kabeza in Kigali for a vigil.' '' 'At Parliament Jeanne d’Arc Uwimanimpaye Deputy Speaker in charge of Legislation who hails from Gatsibo said it was a difficult moment for parents in the area.' '' 'The Mayor of the District Ambrose Ruboneza told The New Times that the district had suffered a great loss. ' '' '“It’s a very unfortunate incident…we are still struggling to come to terms with what happened. We lost some of the most dedicated staff members you can imagine. It is a sad situation…a chaotic one where the injured are still in intensive care units at various hospitals” he said. ' '' 'Ruboneza complained that the two vehicles were being driven at very high speed which he said was the cause of the accident. ' '' 'The mayor expressed condolences to bereaved families across the villages assuring them of moral support. ' '' '“I think it’s high time tough measures are taken against such drivers…the two vehicles were driving at break-neck speed. Any obstacle be it a dog as has been claimed or any other thing couldn’t be avoided. We can’t leave our people to live at the mercy of irresponsible drivers” said Ruboneza. ' '' 'At Kiziguro Hospital relatives of the victims could still be seen around pacing up and down as they struggled to come to terms with the tragedy. ' '' '“I was only told this morning by my friend that my father had died in the accident. I need to call my other relatives to see how to go about this tragedy” said one young man we could only identify as Musana. ' '' 'Condolence messages began pouring in on social media moments after news of the tragic accident spread. ' '' 'On his Twitter account Prime Minister Dr Pierre-Damien Habumuremyi said the government “sends its condolences to families that lost theirs in today’s accident on Kiziguro road Gatsibo. Injured are being treated well.”' '' 'A civil engineering graduate student at the University of California Berkeley Patricie Uwase said: “Too bad that such an accident could be due to negligence…may the souls of those who perished in that tragedy rest in peace!”.' '' 'People who personally knew the victims of the accident are also grief-stricken. Speaking to The New Times on phone a distraught Jeanine Mukarurangwa a long time friend and housemate of Diane Uwimbabazi one of the victims was at a loss for words. The late Uwimbabazi “was my best friend and confidant” Mukarurangwa said. ' '' 'The two had lived together for long before her friend’s untimely death. The deceased a finance graduate from the University of Rwanda (UR) completed her studies last year and and was employed by the Bank of Kigali (BK) as a teller in its Nyagatare branch. ' '' 'Mukarurangwa said: “What can I really say about her? It is very difficult. She was my best friend. A caring intelligent and very responsible person” lamented mukarurangwa. ' '' '“I will never forget the day at her graduation party when she saw all of us friends gathered and then started telling us her life’s story and her education journey. And how seeing us all present filled her with hope as it was a sign that she had good friends. She was an orphan.”' ''],1
['One person died on the spot while nine others were seriously injured in an accident that occurred Monday morning along the Musanze-Cyanika highway in Burera District.' '' 'Inspector of Police Elvis Munyaneza the Northern Province police regional police spokesperson confirmed the incident attributing it to lack of experience of the driver.' '' 'According to Munyaneza at the time of the accident the car a passenger service omnibus was being driven by the conductor who was on his way to meet the designated driver. He had passengers on board.' '' 'Eyewitnesses say the driver who did not have a driving license of the minibus was trying to overtake another car before he veered off the road and overturned.' '' 'The deceased was identified as Alvera Nyirabuteri 73 while the injured were rushed to Ruhengeri Hospital for treatment.' '' '“Road users especially drivers should observe traffic rules the conductor has no driving license and should not have been entrusted by the driver especially when he had people on board” Munyaneza said.' '' 'The conductor is still on run and police say they will eventually catch up with him to ensure he is brought to book.' ''],1
['GISAGARA - Three people died on the spot while 13 others were seriously injured on Saturday morning after the vehicle they were travelling in overturned in Kibilizi Sector Gisagara district.' '' 'The omnibus registration number RAA 373C on its way from Gisagara to Huye District failed to break on a steep slope it rammed into a tree before overturning killing three people on spot.' '' 'The dead have been identified as Emmanuel Twagirayezu Jean Paul Nsengimana and another only identified as Niyomukiza. The injured are admitted at the University Teaching Hospital of Butare.' '' 'The injured sustained deep cuts mainly caused by broken beer bottles that were loaded on the commuter taxi.' '' '“It is highly suspected that the brakes of the omnibus failed as a result the driver failed to negotiate a corner that resulted in the car ramming into a tree and then overturning” said a traffic police officer found at the scene of the accident.'],1
['TWO PEOPLE died on Sunday morning when a mini-bus they were travelling in veered off the road before overturning several times in Nzahaha sector Rusizi District. Eight others were seriously injured  and were rushed to Gihundwe Hospital where they were still under intensive care by press time yesterday. The Toyota Hiace Minibus registration number RAA899Q  overturned several times and rolled for about 200 metres before landing in Cyarubondo valley. The vehicle cut banana plantations shrubs and everything on its way. It miraculously missed a residential house.Eyewitnesses said if it had hit the house the death toll could have risen as the occupants were inside the house when the accident occurred.  The vehicle which was heading to Bugarama town was carrying 12 passengers according to police. Two of them escaped unhurt.  The identities of those who died – a woman and the driver- could not be verified by press time.The accident happened shortly after 6.00 pm at a junction in Kigenge Cell Nzahaha Sector on the Kamembe-Bugarama highway. An eyewitness at the scene of the accident described it as the ‘worst and most terrifying’ he had ever seen.The speeding vehicle “hit a small land elevation before literary flying” the man in his late 20s told The New Times.Minutes before the accident the driver reportedly told passengers he had failed to control the braking system causing panic and chaos among the passengers one of the surviviors said.When The New Times visited the scene of the accident on Sunday night area residents were helping in rescue efforts. Yesterday dozens of shocked and stunned residents gathered again at the scene of the accident and were discussing the circumstances under which the accident occurred.“This is a regrettable loss for the entire country” a resident who identified himself only as John said. “We are saddened by what happened”.Mechanical faultSunday’s accident comes days after another accident claimed several lives on the same Kamembe-Bugarama highway about two weeks ago. Five people died and 12 others were injured when a minibus carrying 18 passengers all Congolese nationals veered off the road.The accident which involved a mini-bus from Bukavu to Uvila in DR Congo through Rwanda was attributed to over-speeding.Speaking to The New Times the Western Region Police Spokesperson Supt Hamza Vita said the accident might have been caused by a mechanical fault. The vehicle was too old which might have caused the breaks to fail Supt Hamza said calling upon car owners to ensure proper mechanical conditions for their vehicles. “Regular vehicle inspection could give car owners a clear state of their vehicles and what should be corrected” he said.All vehicles are required to undergo a periodic technical inspection and those that are not roadworthy are required to be repaired before they are allowed on the road again.Supt. Vita said plans to install large roadside signs on the Kamembe-Bugarama road are underway while Police plans to deploy a patrol vehicle in an effort to clamp down on over-speeding drivers.'],1
['N/A'],1
['At least five people sustained serious injuries when a bus they were travelling in lost control and overturned.' '' 'The accident took place Friday morning at Kigoma along the Kigali-Gatuna road. The bus owned by Horizon bus services was heading to Kigali from Kampala. Among the injured were four Congolese nationals and one Ugandan.' '' 'According to the passengers the bus driver identified as Sulati Madania had dozed off before the bus veered off the road.' '' 'He fled after the incident for fear of arrest.' '' '“He was half asleep and driving at a very high speed he failed to negotiate a corner” said one of the passengers.' '' 'The police said the injured passengers were immediately rushed to Byumba Hospital adding that the driver was careless as the corner he was supposed to negotiate was not very sharp.' '' '“Gatuna highway has sharp corners and if a driver is not sober these kinds of accidents are likely to occur” said one of the police officers at the scene.' '' 'Meanwhile police also arrested two suspects in connection with the theft of luggage belonging to passengers of the ill-fated bus.' '' 'According to Gicumbi police accidents on the Gatuna road have drastically reduced due to increased vigilance by the traffic police.'],1
['N/A'],1
['MUSANZE – At least six people sustained serious injuries when an omnibus carrying 15 passengers rammed into a commuter taxi lost control and veered off the main road before hitting a nearby shop.The accident took place Saturday evening 1km from Ruhengeri town along the Kigali-Musanze road. The omnibus owned by SOTRA bus services was heading to Kigali from Gisenyi town in Rubavu District. The injured passengers were immediately rushed to Ruhengeri Hospital The injured were identified as Susan Yankomeje Patricia Uwase Alex Kamanayo and Ignace Kamanayo  According to Police the accident was a result of reckless driving and failure to observe the recommended distance between two vehicles. “He was driving at a high speed and when he tried to overtake the taxi he instead lost control and rammed into house. I hope the authorities will help me get compensated” lamented Celestin Gakwaya the house owner.'],1
['Two people died on the spot and 11 others sustained seriously injuries when a mini-bus they were travelling in lost control and veered off the main road hitting a fence before overturning several times.' '' 'The accident occurred on Thursday in the morning hours when the omnibus hit Gisenyi hospital fence as it approached Rubavu town.'],1
['Huye — Three people miraculously escaped death on when a Mitsubishi Fuso truck they were travelling in lost control and rammed into a tree. Two of them were admitted at the University Teaching Hospital of Butare (CHUB) but were soon discharged while the third escaped unhurt.' '' 'According to eyewitnesses the accident occurred at around 8.00 pm on Wednesday as the truck attempted to negotiate a sharp corner in Gahana Cell Kinazi Sector of Huye District.'],1
['Four people including three women died on the spot while nine others sustained injuries when a passenger minibus got involved in an accident yesterday in the City of Kigali.' '' 'The accident happened in Nyamirambo Nyarugenge District at about 7:15am after the minibus registration number RAB251G lost control and swerved off the road.' '' 'The nine people who sustained injuries including the driver were taken to the University Teaching Hospital of Kigali (CHUK). Three of them are said to have got minor injuries.' '' 'The omnibus was heading to Mageragere from Nyamirambo.' '' 'Supt Jean Marie Vianney Ndushabandi the Spokesperson for Traffic and Road Safety Department of the Rwanda National Police told The New Times that the accident was caused by speeding.' '' '“Due to speeding the driver swerved identified as Emmanuel Hakizimana failed to negotiate a corner and lost control” he said.' '' '“It is not understandable why the vehicle driving from one sector to another could speed on a tarmac road” he said adding that some sources said the driver was drunk.' '' 'By press time Ndushabandi said the three people who sustained minor injuries could be discharged anytime.'],1
['Eight people passed away yesterday when the two buses they were travelling in collided lost control and then veered off the Kigali-Huye highway finally coming to rest after hitting nearby trees. 30 passengers were injured and were immediately rushed to Kigali Teaching Hospital (CHUK) and Kibagabaga hospital. Five of them were critically injured. However 15 have already been discharged. The fatal accident took place in Bishenyi Kamonyi District at 12:15 pm when a Horizon Express bus coming from Muhanga lost control and rammed into an African Tours coaster travelling to Muhanga.According to Police spokesperson Supt. Theos Badege the accident was a result of reckless driving and failure to observe the recommended distance between two vehicles. Badege said police plans to sit down with proprietors of bus companies and discuss how to avoid similar accidents due to careless driving. “This issue has cost many lives” said Badege.Last night Ministers Marcel Gatsinzi of Disaster Preparedness and Refugee Affairs and Agnes Binagwaho of Health visited the accident victims.Among the deceased is Dr. Alex Nyakairu former dean of Faculty of Medicine at the National University of Rwanda.'],1
['At least two people died and three others seriously injured when a Kigali-bound private car was involved in an accident in Rulindo District.' '' 'The vehicle registration No.UN535RA which belongs to one of the United Nations agencies in Rwanda swerved off the road at at Kanyinya on Sunday at about 10:30pm before overturning several times ending about 400 metres down the hill.' '' 'Police Spokesperson Supt. Theos Badege identified the dead as Telesphore Bizimana the driver and Maria Mukahirwa.' '' 'Bizimana is said to be a domestic worker of a UN employee who is said have been out of the country. Bizimana allegedly took his bosses’ vehicle for his private business.' '' 'The injured who were rushed to the University Teaching Hospital (CHUK) in Kigali were identified as Emmanuel Ntakirutimana 21 Rogers Murwanashyaka 20 and Charles Rukundo 17.' ''],1
['N/A'],1
['One person died on the spot and six others sustained injuries on Monday after a taxi they were travelling in swerved off the Musanze-Cyanika road in Musanze district. This was the second accident in the area within a week after three people were on Saturday injured on the same road.The deceased was identified as Philomene Ayigihugu. Three of the victims who sustained serious injuries were still admitted at Ruhengeri Hospital.Epiphany Mukamuriza a witness at the scene told The New Times that the speeding taxi registration number RAA 689 C failed to negotiate a bend and hit the rear of the truck heading to Musanze forcing it to swerve off the road. She said overspeeding taxis are a common sight along this road and a solution must be devised to reverse the trend.Pierre Mugabo another witness at the scene blamed the accident on lack of enough police officers on the road. “It is a common tendency for taxi drivers here to overload and over speed” he said.He pointed out that several fatal accidents have been recorded on this particular road over the years and most of the time people die because of the drivers’ carelessness.Supt. Francis Gahima the Northern Region Police Spokesperson attributed the accidents to overspeeding especially by commuter taxi drivers competing for passengers. He challenged the public to play an active role in the prevention of such accidents by warning or reporting to the police careless drivers.In a related development a cyclist still unidentified by press time died on spot when he rammed into another commuter taxi in Musanze town yesterday.'],1
['A bride and her groom who were injured in a road accident on the way to their wedding on Sunday afternoon are in stable condition and could be discharged from hospital soon medics have said.' '' 'The wreckage of the car that the bride and groom were travelling in. Medics say the couple is now in stable condition. (Courtesy)' '' 'The accident on the Huye-Nyanza road left Josephine Mukarurangwa 33 with serious injuries on the head which forced her into coma. Her cervical spine was also fractured leaving her in a critical condition.' '' 'Shortly after the accident the wife-to-be was rushed to King Faisal Hospital in Kigali for emergency care.On Monday she underwent successful surgery Dr Emile Rwamasirabo the hospital’s Director General told The New Times on Monday.' '' 'Dr Alex Butare an Orthopaedic-surgeon carried out the operation.' '' '“It was a delicate operation but it went well” Dr Rwamasirabo said. “She is in a stable condition. She is steadily improving and recovering.”' '' 'The medic said doctors continue to monitor Mukarurangwa who is also said to be out of coma.' '' 'Meanwhile officials at Nyanza Hospital where the groom was admitted after the accident said he could be discharged soon.' '' 'Phenias Niyifasha sustained minor injuries in the tragic accident that prematurely ended his wedding ceremony and left many guests in shock.' '' 'Dr Lwesso Guillain Mununga Nyanza Hospital Director said Niyifasha is “out of danger.” “He is doing well and might be discharged anytime” Dr Mununga said.' '' 'At the time of the accident on Sunday afternoon the couple and their guests were driving from an introduction and dowry giving ceremony in Huye to Nyanza District where they were due to exchange their vows.' '' 'But upon reaching Kinkanga village Rusatira Sector Huye District the driver of a Haval jeep the couple was travelling in lost control as he tried to overtake a Nissan Horizon Coach bus.' '' 'The jeep was headed for a head-on collision with an oncoming Coaster bus and as the driver struggled to avoid the crash he veered off the road as a result Police earlier told The New Times.' '' 'Four individuals travelling in the jeep including the bride and the groom sustained injuries and were rushed to various hospitals including Nyanza Hospital the University Teaching Hospital of Butare and King Faisal Hospital Kigali.' '' 'One of the victims was discharged late on Sunday as he was declared to be safe.' '' 'The Huye accident came hardly a week after a deadly road accident killed 15 people and left more than 20 others in critical condition in the eastern district of Gatsibo.' '' 'At least 1324 road accidents were reported in the first half of 2014 killing 97 people according to Police figures.'],1
['Four people died while 15 others were injured when a taxi they were travelling in veered off the road on Thursday morning along the Ngororero-Muhanga road.' '' 'Police said the accident involving a minibus registration number RAC 107 B happened at 7:30 am in Hindiro Sector Ngororero District.' '' 'Superintendent Jean Marie Vianney Ndushabandi Police Traffic and Road Safety Spokesperson said the injured were airlifted to Kigali and admitted to different hospitals including Kanombe Military Hospital King Faisal and University Teaching Hospital of Kigali (CHUK).' '' 'He said the accident happened after the driver failed to negotiate a corner.' '' 'The driver identified as Eric Niyoyita is among the 10 victims who were seriously injured he said.' '' 'He urged drivers to always be cautious when driving to avoid probable accidents.' '' 'At least 18 people died on September 22 in an accident involving a minibus and a Tanzania-registered truck on Kigali-Kayonza highway in Musha Sector.' '' '“Drivers should respect traffic rules avoid reckless driving and speeding” he advised.'],1
['A terribly nasty accident involving a trailer this morning claimed a yet to be identified number of people in Kicukiro district. The trailer which was transporting sand crashed 12 vehicles and several pedestrians at around 10:30am after the driver lost control. Various news sources say the trailer first crashed motorcycles which were parked by the roadside before it rammed into Royal Bus and later collided head-on with KBS bus.' '' 'A few minutes ago Police issued a statement in a tweet saying seven people have died on the spot while 9 were injured and have been rushed to hospital.'],1
['NYAGATARE- Thirty-six people were injured Sunday when a bus belonging to Horizon Company lost control and veered off the road at Matimba sector Nyagatare District.' '' 'Three of those injured were admitted at Kigali University Central Teaching Hospital (CHUK) while those who sustained minor injuries were admitted at Nyagatare Hospital.' '' 'The bus was carrying 70 Congolese nationals from Bukavu in DRC heading to Kampala in Uganda.Police attributed the accident to over-speeding.' '' '“The bus was over-speeding and the driver lost control while negotiating a corner” police said.' '' 'Speaking to The New Times at the scene Alexis Katabogama Karengera Executive Secretary of Matimba Sector explained that the accident happened when the driver tried to overtake a cyclist.' '' '“He was over-speeding and tried to overtake a cyclist then lost control” he said.' '' 'Dr. Benon Rukunda the Director of Nyagatare Hospital disclosed that all passengers taken to his hospital were discharged.' ''],1
['Rwamagana – One person died on the spot while two others were seriously injured when an omnibus vehicle lost control and rammed into pedestrians on Kigali-Rwamagana highway on Monday. The accident happened in Gishari sector at around 4 pm.The deceased was identified Placide Nshimiyimana a primary three pupil who was standing near a bus stop.An eyewitness said the driver of the vehicle a white commuter taxi with registration number RAB 754 K was driving at high speed when the accident occurred.The injured were coming from a nearby trading centre.The bus driver immediately escaped and police was still searching for him by press time.Eugide Mugabo an uncle to the deceased told The New Times the body was crushed beyond recognition.“It is very unfortunate; the poor boy was very far from the highway. After the accident the driver picked vehicle documents and escaped from the scene. He knew he was in the wrong which is why he is hiding” he said.'],1
['Seven prisoners were yesterday confirmed dead after the an accident in Karongi District.' '' 'The prisoners were being taken for a hearing of their case when the truck they were travelling in was involved in a collision with a passenger minibus at Karenzi in Bwishyura Sector and caught fire.' '' 'Twelve other people were injured and admitted to hospital.' '' 'Police said after the collision the truck rolled into a ditch by the road side and burst into flames.' '' '“The prisoners who died were trapped under the burning vehicle and could not manage to get out in time” Police added.' '' 'There were 12 prisoners and four prison wardens. Five prisoners and the four wardens were injured.' '' 'They were taken to Kibuye Hospital but five of those who sustained serious injuries were airlifted to Rwanda Military Hospital Kanombe in a military helicopter.' '' 'The driver of the coaster minivan belonging to Capital Transport Agency and two passengers escaped with minor injuries.' '' 'The Spokesperson of Police in the Western Province Emmanuel Hitayezu said the accident was caused by reckless driving.' '' '“The driver of the minivan veered off his side of the road and hit the oncoming prisons truck which was speeding” Hitayezu said.'],1
['Fourteen people sustained serious injuries yesterday after a minibus they were travelling in had a head-on collision on Kabuga-Kigali highway.' '' 'According to Superintendent Jean Marie Ndushabandi the spokesperson of the Traffic and Road Safety department the accident occured at 1:30pm after a speeding minibus heading to Kigali  lost control and rammed into a trailer that was headed for Kabuga before the former over-turned.' '' '“All the injured were rushed to Rwanda Military and Masaka hospitals where they are admitted” Ndushabandi said.'],1
['Fifty passengers on Wednesday cheated death when the bus they were travelling in lost one of its front wheels and veered off the road along the Huye-Kigali highway.' '' 'The passengers travelling in Horizon bus coach (registration number UAM 019L) en route from Bukavu DR Congo via Kigali to Kampala comprised mainly Congolese and Ugandan nationals.' '' 'The accident took place at a corner located in Gatagara Mukingo Sector of Nyanza District when the bus lost a wheel swerved off the road and ultimately overturned.' '' '15 of the passengers all with minor injuries were immediately rushed to the nearby hospital. According to health officials many of the admitted patients were discharged last night while the remaining could be released anytime.' '' 'The Southern Province Police Spokesperson Chief Superintendent Hubert Gashagaza told The New Times that ensuring proper mechanical condition of vehicles could help avoid such traffic accidents.'],1
['Three Rwanda Defence Forces (RDF) officers who died in an accident last week were on Friday laid to rest in full military honours at Kanombe Military Cemetery in Kicukiro District.' '' 'The deceased; Privates Jean de Dieu Nsabimana (25) Egide Ntakirutimana (23) and Blaise Nikwigize (22) lost their lives in a deadly road accident that occurred on October 11 on the Gatenga-Rwandex road in Kicukiro District.' '' 'Family members RDF generals senior and junior officers and friends paid their final respects to the deceased officers in a somber ceremony.' '' 'The ceremony was presided over by the Army Chief of Staff Maj Gen Jacques Musemakweli on behalf of the RDF Chief of Defence Staff Gen Patrick Nyamvumba.' '' '“The RDF is really saddened to lose such very young and disciplined soldiers” Musemakweli said conveying his heartfelt condolences and solidarity with the bereaved families on behalf the entire RDF family.' '' 'Different family members said it was extremely shocking to lose their beloved sons in such circumstances.' '' 'Speaker after speaker commended the deceased for their courage patriotism and discipline adding that the young men had dedicated their young age to serve the country.'],1
['NYANZA- AT LEAST four policemen were killed when a speeding truck rammed into their Toyota pickup in Mukingo sector Nyanza district today morning.' '' 'The officers died on the spot Supt. Hubert Gashagaza the southern regional police spokesperson told The New Times.' '' 'Four other police officers and the driver of the ill-fated pick-up number RNP 053N were also seriously injured. They were by press time being treated at King Faisal Hospital Kigali and at the University Teaching Hospital of Butare.'],1
['TWO PEOPLE died on the spot while another sustained critical injuries after a truck they were travelling in lost control on Musanze-Rubavu highway yesterday.' '' 'The truck with Ugandan registration number UAQ 815G was heading to Rubavu District from Uganda when it veered off the road according to police.' '' 'The accident took place in Nyakiriba sector in Rubavu at around 11am.' '' 'Chief Superintendent Francis Gahima the Western Province regional police spokesperson said the scene of the accident is a black spot and urged  drivers to be cautious whenever they reach the spot.' '' 'One of the deceased was identified as Eric Ndayambaje 32 who had hired the truck to transport his merchandise. The other had not been identified by press time. ' '' 'The injured who happened to be the truck driver was identified as Nasser Obutu Momanyi. He was taken to Gisenyi Hospital in critical condition.' '' 'The bodies of the  deceased were taken to Gisenyi Hospital mortuary.' '' 'Police said investigations indicated the accident was caused by speeding.' '' '“The survivor said the lorry failed to brake but I suspect the accident was due to speeding” Gahima said.' ''],1
['N/A'],1
['KIREHE- At least one person was killed and two others seriously injured when a Toyota Carina car overturned in Gatore Sector Kirehe District yesterday.' '' 'The deceased was identified as Pacific Gitore a sports teacher at the Institute of Agriculture Technology and Education of Kibungo INATEK who died instantly.' '' 'Gitore is a former football star who played for Mukura Football Club.' '' 'The saloon car overturned several times at a sharp corner along the Kayonza-Rusumo highway.' '' 'Medics at Kirehe district hospital said that the injured were still under intensive care.' '' '“The two we only identified as Jean Paul and Jean d’Amour sustained serious leg and head injuries. We are giving them the attention needed…some amputations may however be done” said Dr. Robert Byamungu.' '' 'Assistant Commissioner of Police Sam Karemera Eastern Region Police Commander (RPC) said they suspect driver was under the influence of alcohol.' '' '“It is unfortunate that people drive at high speeds under the influence of alcohol…drunk driving is completely unacceptable. We have warned drivers several times for their own safety and that of the public” he observed.' '' 'At least seven such accidents have occurred in a period of two months around the same area.'],1
['N/A'],1
['HUYE - Three people died on the pot and many injured on Friday evening when a truck they were travelling in overturned on the Huye-Nyaruguru road.' '' 'The truck bearing registration number RAB 870F belonging to GM civil engineering contractors had 38 people onboard all working on the Butare-Kibeho-Muse road.' '' 'It overturned near Muyogoro market in Huye Sector. The cause of the accident is yet to be known.' '' 'The dead have been identified as; Vincent Mugenzi 29 Jean Claude Minani 28 and one Nyirimana aged 18.' '' 'The other 35 sustained minor injuries and were taken at the University Teaching Hospital of Butare.' '' '“Only six people have been admitted the rest have been treated of minor injuries and have been discharged” said Dr Edward Ngendahayo.' '' 'A company official who preferred anonymity said the company will foot burial and medical bills for its workers.' '' '“The company is in touch with the families of the deceased to prepare for burial we are also taking charge of the treatment of the injured” he said. ' ''],1
"['KIGALI Thursday' '' 'A grenade blast that wounded 10 people at a bus station in central Rwanda this week was a criminal attack not an accident police spokesman Theos Badege said Thursday.' '' 'Badege ""condemned the criminal act as cowardly and aimed at interrupting public tranquility"" a statement said.' '' 'On Tuesday evening when the blast went off in Muhanga district police had been unable to say whether it was an accident or an attack.' '' 'A number of grenade attacks have hit Rwanda over the past few years with most targeting markets or bus stations in the evening rush hour.' '' 'Accidental blasts also occur from time to time usually when children stumble across unexploded devices.']",1
['Ngororero — Ten people in Kabaya sector Ngororero District died on the spot while six were injured when a truck carrying 17 people and loaded with sand crashed due to what police said was break failure and over speeding.' '' 'The eleventh victim died at Kabaya Hospital while undergoing treatment.' ''],1
